

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
471.689  002.524  001.203: sourcing /nix/store/k1cnl7964w1mwzjbz0mdgkms3kzyg4hf-packdir-start/pack/myNeovimPackages/start/rainbow-delimiters.nvim/plugin/rainbow-delimiters.lua
473.376  001.443  001.443: sourcing /nix/store/k1cnl7964w1mwzjbz0mdgkms3kzyg4hf-packdir-start/pack/myNeovimPackages/start/telescope.nvim/plugin/telescope.lua
473.854  000.414  000.414: sourcing /nix/store/k1cnl7964w1mwzjbz0mdgkms3kzyg4hf-packdir-start/pack/myNeovimPackages/start/trouble.nvim/plugin/trouble.vim
474.107  000.061  000.061: sourcing /nix/store/k1cnl7964w1mwzjbz0mdgkms3kzyg4hf-packdir-start/pack/myNeovimPackages/start/undotree/plugin/undotree.vim
474.781  000.493  000.493: sourcing /nix/store/k1cnl7964w1mwzjbz0mdgkms3kzyg4hf-packdir-start/pack/myNeovimPackages/start/vim-floaterm/plugin/floaterm.vim
477.204  002.182  002.182: sourcing /nix/store/k1cnl7964w1mwzjbz0mdgkms3kzyg4hf-packdir-start/pack/myNeovimPackages/start/vim-fugitive/plugin/fugitive.vim
483.397  019.323: loading packages
502.206  000.467  000.467: require('cmp_buffer.timer')
502.304  001.094  000.627: require('cmp_buffer.buffer')
502.346  001.328  000.234: require('cmp_buffer.source')
502.782  001.915  000.587: require('cmp_buffer')
502.954  002.256  000.341: sourcing /nix/store/kq17lpd1i6k7wp9zqwlkbarn7i867zdp-vim-pack-dir/pack/myNeovimPackages/start/cmp-buffer/after/plugin/cmp_buffer.lua
504.004  000.708  000.708: require('cmp_emoji')
504.077  000.935  000.227: sourcing /nix/store/kq17lpd1i6k7wp9zqwlkbarn7i867zdp-vim-pack-dir/pack/myNeovimPackages/start/cmp-emoji/after/plugin/cmp_emoji.lua
504.623  000.416  000.416: sourcing /nix/store/kq17lpd1i6k7wp9zqwlkbarn7i867zdp-vim-pack-dir/pack/myNeovimPackages/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
505.029  000.145  000.145: require('cmp_nvim_lua')
505.107  000.358  000.213: sourcing /nix/store/kq17lpd1i6k7wp9zqwlkbarn7i867zdp-vim-pack-dir/pack/myNeovimPackages/start/cmp-nvim-lua/after/plugin/cmp_nvim_lua.lua
505.769  000.393  000.393: require('cmp_path')
505.842  000.604  000.211: sourcing /nix/store/kq17lpd1i6k7wp9zqwlkbarn7i867zdp-vim-pack-dir/pack/myNeovimPackages/start/cmp-path/after/plugin/cmp_path.lua
506.392  000.188  000.188: require('cmp_luasnip')
506.919  000.936  000.748: sourcing /nix/store/kq17lpd1i6k7wp9zqwlkbarn7i867zdp-vim-pack-dir/pack/myNeovimPackages/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
506.961  018.059: loading after plugins
506.992  000.032: inits 3
510.139  003.146: reading ShaDa
514.975  000.293  000.293: require('luasnip.loaders.from_lua')
515.258  000.253  000.253: require('luasnip.loaders.from_snipmate')
515.344  004.658: opening buffers
515.624  000.280: BufEnter autocommands
515.646  000.023: editing files in windows
515.788  000.142: VimEnter autocommands
515.809  000.021: UIEnter autocommands
519.577  000.361  000.361: sourcing /nix/store/z7h7s17q2i8bk04rn77snlrdyyr5z81s-neovim-unwrapped-4e59422/share/nvim/runtime/autoload/provider/clipboard.vim
519.614  003.443: before starting main loop
519.842  000.227: first screen update
519.861  000.019: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.047  000.047: --- NVIM STARTING ---
000.462  000.415: event init
000.614  000.152: early init
000.807  000.193: locale set
001.154  000.347: init first window
001.777  000.623: inits 1
002.159  000.382: window checked
002.189  000.030: parsing arguments
003.155  000.340  000.340: require('vim.shared')
003.390  000.080  000.080: require('vim.inspect')
003.478  000.051  000.051: require('vim._options')
003.499  000.295  000.164: require('vim._editor')
003.517  000.773  000.138: require('vim._init_packages')
003.537  000.575: init lua interpreter
005.215  001.679: expanding arguments
005.325  000.110: inits 2
005.693  000.368: init highlight
